[Gene ID]	[Transcript ID]	[Gene Name or Symbol]	[Previous ID(s)]	
TGME49_216760	TGME49_216760-t26_1	N/A	Previous IDs: 1894.t000096, 35.m02116, TGME49_016760, TgGLEAN_6745, TgGlmHMM_1253, TgTigrScan_3085, TgTwinScan_1393, mrna.TGME49_016760A, tigr:cds.TGME49_016760A<br>	
TGME49_216770	TGME49_216770-t26_1	N/A	Previous IDs: 1894.t000097, 35.m01983, TGME49_016770, TgGLEAN_6744, TgGlmHMM_1253, TgTigrScan_3086, TgTwinScan_1394, mrna.TGME49_016770A, tigr:cds.TGME49_016770A<br>	
TGME49_216780	TGME49_216780-t26_1	N/A	Previous IDs: 1894.t000098, 35.m00911, TGME49_016780, TgGLEAN_6743, TgGlmHMM_1254, TgTigrScan_3086, TgTwinScan_1395, mrna.TGME49_016780A, tigr:cds.TGME49_016780A<br>	
TGME49_216785	TGME49_216785-t26_1	N/A	Previous IDs: 1894.t000099, TGME49_016785<br>	
TGME49_216790	TGME49_216790-t26_1	N/A	Previous IDs: 1894.t000100, 35.m00001, TGME49_016790, TgGLEAN_6837, TgGlmHMM_1255, TgTigrScan_3087, TgTwinScan_1396, mrna.TGME49_016790A, tigr:cds.TGME49_016790A<br>	
TGME49_216800	TGME49_216800-t26_1	N/A	Previous IDs: 1894.t000101, 35.m00914, TGME49_016800, TgGLEAN_6838, TgGlmHMM_1256, TgTigrScan_0257, TgTwinScan_1397, mrna.TGME49_016800A, tigr:cds.TGME49_016800A<br>	
TGME49_216810	TGME49_216810-t26_1	N/A	Previous IDs: 1894.t000102, 35.m00915, TGME49_016810, TgGLEAN_6839, TgGlmHMM_1257, TgTigrScan_0257, TgTwinScan_1398, mrna.TGME49_016810A, tigr:cds.TGME49_016810A<br>	
TGME49_216820	TGME49_216820-t26_1	N/A	Previous IDs: 1894.t000103, 35.m00013, TGME49_016820, TgGLEAN_6840, TgGlmHMM_1258, TgTigrScan_0258, TgTwinScan_1399, mrna.TGME49_016820A, tigr:cds.TGME49_016820A<br>	
TGME49_216830	TGME49_216830-t26_1	N/A	Previous IDs: 1894.t000104, 35.m00917, TGME49_016830, TgGLEAN_6841, TgGlmHMM_1259, TgTigrScan_0258, TgTwinScan_1400, mrna.TGME49_016830A, tigr:cds.TGME49_016830A<br>	
TGME49_216840	TGME49_216840-t26_1	N/A	Previous IDs: 1894.t000105, 35.m00918, TGME49_016840, TgGLEAN_6742, TgGlmHMM_1260, TgTigrScan_0259, TgTwinScan_1401, mrna.TGME49_016840A, tigr:cds.TGME49_016840A<br>	
TGME49_216850	TGME49_216850-t26_1	N/A	Previous IDs: 1894.t000106, 35.m00919, TGME49_016850, TgGLEAN_6842, TgGlmHMM_1261, TgTigrScan_0260, TgTwinScan_1402, mrna.TGME49_016850A, tigr:cds.TGME49_016850A<br>	
TGME49_216860	TGME49_216860-t26_1	DDX39	Previous IDs: 1894.t000107, 35.m00026, TGME49_016860, TgGLEAN_6741, TgGlmHMM_1262, TgTigrScan_0261, TgTwinScan_1403, mrna.TGME49_016860A, tigr:cds.TGME49_016860A<br>	
TGME49_216870	TGME49_216870-t26_1	N/A	Previous IDs: 1894.t000108, 35.m00921, TGME49_016870, TgGLEAN_6843, TgGlmHMM_1263, TgTigrScan_0262, TgTwinScan_1404, mrna.TGME49_016870A, tigr:cds.TGME49_016870A<br>	
TGME49_216875	TGME49_216875-t26_1	N/A	Previous IDs: 1894.t000136, TGME49_016875<br>	
TGME49_216880	TGME49_216880-t26_1	N/A	Previous IDs: 1894.t000109, 35.m00002, TGME49_016880, TgGLEAN_6845, TgGlmHMM_1263, TgTigrScan_0264, TgTwinScan_1406, mrna.TGME49_016880A, tigr:cds.TGME49_016880A<br>	
TGME49_216890	TGME49_216890-t26_1	N/A	Previous IDs: 1894.t000110, 35.m00025, TGME49_016890, TgGLEAN_6740, TgGlmHMM_1264, TgTigrScan_2282, TgTwinScan_1407, mrna.TGME49_016890A, tigr:cds.TGME49_016890A<br>	
TGME49_216900	TGME49_216900-t26_1	N/A	Previous IDs: 1894.t000111, 35.m00924, TGME49_016900, TgGLEAN_6846, TgGlmHMM_1265, TgTigrScan_2283, TgTwinScan_1408, mrna.TGME49_016900A, tigr:cds.TGME49_016900A<br>	
TGME49_216910	TGME49_216910-t26_1	N/A	Previous IDs: 1894.t000112, 35.m01592, TGME49_016910, TgGLEAN_6739, TgGlmHMM_1266, TgTwinScan_1409, mrna.TGME49_016910A, tigr:cds.TGME49_016910A<br>	
TGME49_216920	TGME49_216920-t26_1	MED8	Previous IDs: 1894.t000113, 35.m00023, TGME49_016920, TgGLEAN_6738, TgGlmHMM_1266, TgTigrScan_2284, TgTwinScan_1410, mrna.TGME49_016920A, tigr:cds.TGME49_016920A<br>	
TGME49_216930	TGME49_216930-t26_1	N/A	Previous IDs: 1894.t000114, 35.m00014, TGME49_016930, TgGLEAN_6847, TgGlmHMM_1267, TgTigrScan_2285, TgTwinScan_1411, mrna.TGME49_016930A, tigr:cds.TGME49_016930A<br>	
TGME49_216940	TGME49_216940-t26_1	N/A	Previous IDs: 1894.t000115, 35.m01591, TGME49_016940, TgGlmHMM_1268, mrna.TGME49_016940A, tigr:cds.TGME49_016940A<br>	
TGME49_216950	TGME49_216950-t26_1	N/A	Previous IDs: 1894.t000116, 35.m00927, TGME49_016950, TgGLEAN_6737, TgGlmHMM_1268, TgTigrScan_2286, TgTwinScan_1412, mrna.TGME49_016950A, tigr:cds.TGME49_016950A<br>	
TGME49_216960	TGME49_216960-t26_1	N/A	Previous IDs: 1894.t000117, 35.m00928, TGME49_016960, TgGLEAN_6848, TgGlmHMM_1269, TgTigrScan_2287, TgTwinScan_1413, mrna.TGME49_016960A, tigr:cds.TGME49_016960A<br>	
TGME49_216965	TGME49_216965-t26_1	N/A	Previous IDs: 1894.t000118, TGME49_016965<br>	
TGME49_216970	TGME49_216970-t26_1	N/A	Previous IDs: 1894.t000119, 35.m00015, 35.m01587, TGME49_016970, TgGLEAN_6849, TgGlmHMM_1271, TgTigrScan_2289, TgTwinScan_1414, mrna.TGME49_016970A, tigr:cds.TGME49_016970A<br>	
TGME49_216980	TGME49_216980-t26_1	N/A	Previous IDs: 1894.t000120, 35.m00930, TGME49_016980, TgGLEAN_6735, TgGlmHMM_1272, TgTigrScan_2290, TgTwinScan_1415, mrna.TGME49_016980A, tigr:cds.TGME49_016980A<br>	
TGME49_216990	TGME49_216990-t26_1	N/A	Previous IDs: 1894.t000121, TGME49_016990, TgGLEAN_6850, TgGlmHMM_1273, TgTigrScan_2291, TgTwinScan_1416, mrna.TGME49_016990A, tigr:cds.TGME49_016990A<br>	
TGME49_217000	TGME49_217000-t26_1	N/A	Previous IDs: 1894.t000122, 35.m00931, TGME49_017000, TgGLEAN_6734, TgGlmHMM_1274, TgTigrScan_2292, TgTwinScan_1417, mrna.TGME49_017000A, tigr:cds.TGME49_017000A<br>	
TGME49_217010	TGME49_217010-t26_1	N/A	Previous IDs: 1894.t000123, 35.m00932, TGME49_017010, TgGLEAN_6851, TgGlmHMM_1275, TgTigrScan_2293, TgTwinScan_1418, mrna.TGME49_017010A, tigr:cds.TGME49_017010A<br>	
TGME49_217020	TGME49_217020-t26_1	N/A	Previous IDs: 1894.t000124, 35.m00933, TGME49_017020, TgGLEAN_6733, TgGlmHMM_1276, TgTigrScan_2294, TgTwinScan_1419, TgTwinScan_1420, mrna.TGME49_017020A, tigr:cds.TGME49_017020A<br>	
TGME49_217030	TGME49_217030-t26_1	N/A	Previous IDs: 1894.t000125, 35.m00934, TGME49_017030, TgGLEAN_6852, TgTwinScan_1421, mrna.TGME49_017030A, tigr:cds.TGME49_017030A<br>	
TGME49_217040	TGME49_217040-t26_1	N/A	Previous IDs: 1894.t000126, 35.m00017, TGME49_017040, TgGlmHMM_1276, TgTigrScan_2294, mrna.TGME49_017040A, tigr:cds.TGME49_017040A<br>	
TGME49_217050	TGME49_217050-t26_1	N/A	Previous IDs: 1894.t000127, 35.m00936, TGME49_017050, TgGLEAN_6731, TgGLEAN_6732, TgGlmHMM_1276, TgTigrScan_2295, TgTigrScan_2296, TgTwinScan_1422, TgTwinScan_1423, mrna.TGME49_017050A, tigr:cds.TGME49_017050A<br>	
TGME49_217160	TGME49_217160-t26_1	N/A	Previous IDs: 1894.t000128, 35.m00937, TGME49_017160, TgGLEAN_6853, TgGlmHMM_1277, TgTigrScan_2297, TgTwinScan_1424, mrna.TGME49_017160A, tigr:cds.TGME49_017160A<br>	
TGME49_217170	TGME49_217170-t26_1	N/A	Previous IDs: 1894.t000129, TGME49_017170, TgGLEAN_6730, TgTwinScan_1425, mrna.TGME49_017170A, tigr:cds.TGME49_017170A<br>	
TGME49_217178	TGME49_217178-t26_1	N/A	Previous IDs: 1894.t000130, TGME49_017180, TgGLEAN_6854, TgGlmHMM_1278, TgTigrScan_2297, TgTwinScan_1426<br>	
TGME49_217182	TGME49_217182-t26_1	N/A	Previous IDs: 1894.t000131, TGME49_017180, TgGLEAN_6854, TgGlmHMM_1278, TgTigrScan_2297, TgTwinScan_1426, mrna.TGME49_017180A, tigr:cds.TGME49_017180A<br>	
TGME49_217220	TGME49_217220-t26_1	N/A	Previous IDs: 1894.t000132, 35.m01589, TGME49_017220, TgGLEAN_6855, TgGlmHMM_1280, TgTigrScan_2297, TgTwinScan_1430, mrna.TGME49_017220A, tigr:cds.TGME49_017220A<br>	
TGME49_217340	TGME49_217340-t26_1	N/A	Previous IDs: 1923.t000173, 37.m00735, TGME49_017340, TgGLEAN_8398, TgGlmHMM_1284, TgTigrScan_5483, TgTwinScan_1433, mrna.TGME49_017340A, tigr:cds.TGME49_017340A<br>	
TGME49_217350	TGME49_217350-t26_1	N/A	Previous IDs: 1923.t000174, 37.m00736, TGME49_017350, TgGLEAN_8395, TgGlmHMM_1285, TgTigrScan_5484, TgTwinScan_1434, mrna.TGME49_017350A, tigr:cds.TGME49_017350A<br>	
TGME49_217360	TGME49_217360-t26_1	N/A	Previous IDs: 1923.t000175, 37.m00737, TGME49_017360, TgGLEAN_8399, TgGlmHMM_1286, TgTigrScan_5486, TgTwinScan_1435, mrna.TGME49_017360A, tigr:cds.TGME49_017360A<br>	
TGME49_217370	TGME49_217370-t26_1	N/A	Previous IDs: 1923.t000176, 37.m01277, TGME49_017370, TgGLEAN_8394, TgTwinScan_1436, mrna.TGME49_017370A, tigr:cds.TGME49_017370A<br>	
TGME49_217380	TGME49_217380-t26_1	N/A	Previous IDs: 1923.t000177, 37.m00738, TGME49_017380, TgGlmHMM_1287, TgTigrScan_5487, mrna.TGME49_017380A, tigr:cds.TGME49_017380A<br>	
TGME49_217390	TGME49_217390-t26_1	N/A	Previous IDs: 1923.t000178, 37.m01276, TGME49_017390, TgGLEAN_8392, TgGLEAN_8393, TgGlmHMM_1288, TgTigrScan_5488, TgTigrScan_5489, TgTwinScan_1437, mrna.TGME49_017390A, tigr:cds.TGME49_017390A<br>	
TGME49_217400	TGME49_217400-t26_1	N/A	Previous IDs: 1923.t000179, 37.m00739, TGME49_017400, TgGLEAN_8400, TgGlmHMM_1289, TgTigrScan_5491, TgTwinScan_1439, mrna.TGME49_017400A, tigr:cds.TGME49_017400A<br>	
TGME49_217410	TGME49_217410-t26_1	N/A	Previous IDs: 1923.t000180, 37.m00740, TGME49_017410, TgGLEAN_8389, TgGLEAN_8390, TgGlmHMM_1290, TgTigrScan_5492, TgTigrScan_5493, TgTwinScan_1440, mrna.TGME49_017410A, tigr:cds.TGME49_017410A<br>	
TGME49_217420	TGME49_217420-t26_1	N/A	Previous IDs: 1923.t000181, 37.m01274, TGME49_017420, TgGLEAN_8386, TgGLEAN_8387, TgGlmHMM_1291, TgTigrScan_5494, TgTigrScan_5495, TgTwinScan_1442, mrna.TGME49_017420A, tigr:cds.TGME49_017420A<br>	
TGME49_217430	TGME49_217430-t26_1	PI1	Previous IDs: 1923.t000182, 37.m00741, TGME49_017430, TgGLEAN_8385, TgGlmHMM_1291, TgTigrScan_5496, TgTwinScan_1443, mrna.TGME49_017430A, tigr:cds.TGME49_017430A<br>	
TGME49_217440	TGME49_217440-t26_1	N/A	Previous IDs: 1923.t000183, 37.m01065, TGME49_017440, TgGLEAN_8384, TgGlmHMM_1291, TgTigrScan_5497, TgTwinScan_1444, mrna.TGME49_017440A, tigr:cds.TGME49_017440A<br>	
TGME49_217450	TGME49_217450-t26_1	GTF2H5	Previous IDs: 1923.t000184, 37.m01281, TGME49_017450, TgGLEAN_8383, TgGlmHMM_1291, TgTigrScan_5498, mrna.TGME49_017450A, tigr:cds.TGME49_017450A<br>	
TGME49_217460	TGME49_217460-t26_1	N/A	Previous IDs: 1923.t000185, 37.m00743, TGME49_017460, TgGLEAN_8382, TgGlmHMM_1291, TgTigrScan_5499, TgTwinScan_1445, mrna.TGME49_017460A, tigr:cds.TGME49_017460A<br>	
TGME49_217470	TGME49_217470-t26_1	N/A	Previous IDs: 1923.t000186, 37.m00744, TGME49_017470, TgGLEAN_8401, TgGlmHMM_1292, TgTigrScan_5500, mrna.TGME49_017470A, tigr:cds.TGME49_017470A<br>	
TGME49_217480	TGME49_217480-t26_1	N/A	Previous IDs: 1923.t000187, 37.m00745, TGME49_017480, TgGLEAN_8402, TgGlmHMM_1292, TgTigrScan_5501, TgTwinScan_1446, mrna.TGME49_017480A, tigr:cds.TGME49_017480A<br>	
TGME49_217490	TGME49_217490-t26_1	N/A	Previous IDs: 1923.t000188, 37.m01061, TGME49_017490, mrna.TGME49_017490A, tigr:cds.TGME49_017490A<br>	
TGME49_217500	TGME49_217500-t26_1	N/A	Previous IDs: 1923.t000189, 37.m00746, TGME49_017500, TgGlmHMM_1293, TgTigrScan_5502, mrna.TGME49_017500A, tigr:cds.TGME49_017500A<br>	
TGME49_217510	TGME49_217510-t26_1	N/A	Previous IDs: 1923.t000190, 37.m00747, TGME49_017510, TgGLEAN_8403, TgGlmHMM_1294, TgTigrScan_5503, TgTwinScan_1447, mrna.TGME49_017510A, tigr:cds.TGME49_017510A<br>	
TGME49_217520	TGME49_217520-t26_1	N/A	Previous IDs: 1923.t000191, 37.m00748, TGME49_017520, TgGLEAN_8381, TgTigrScan_5504, TgTwinScan_1448, mrna.TGME49_017520A, tigr:cds.TGME49_017520A<br>	
TGME49_217530	TGME49_217530-t26_1	N/A	Previous IDs: 1923.t000192, 37.m00005, TGME49_017530, TgGLEAN_8404, TgGlmHMM_1294, TgTigrScan_5505, TgTwinScan_1449, mrna.TGME49_017530A, tigr:cds.TGME49_017530A<br>	
TGME49_217540	TGME49_217540-t26_1	N/A	Previous IDs: 1923.t000193, 37.m00750, TGME49_017540, TgGLEAN_8380, TgGlmHMM_1295, TgTigrScan_5506, TgTwinScan_1450, mrna.TGME49_017540A, tigr:cds.TGME49_017540A<br>	
TGME49_217550	TGME49_217550-t26_1	N/A	Previous IDs: 1923.t000194, 37.m00751, TGME49_017550, TgGLEAN_8405, TgGlmHMM_1296, TgTigrScan_5507, TgTigrScan_5508, TgTwinScan_1451, mrna.TGME49_017550A, tigr:cds.TGME49_017550A<br>	
TGME49_217555	TGME49_217555-t26_1	N/A	Previous IDs: 1923.t000195, TGME49_017555<br>	
TGME49_217560	TGME49_217560-t26_1	POLR2L	Previous IDs: 1923.t000196, 37.m00013, TGME49_017560, TgGLEAN_8377, TgTigrScan_5510, mrna.TGME49_017560A, tigr:cds.TGME49_017560A<br>	
TGME49_217570	TGME49_217570-t26_1	RPS27	Previous IDs: 1923.t000197, 37.m00753, TGME49_017570, TgGLEAN_8407, TgGlmHMM_1296, TgTigrScan_5511, TgTwinScan_1453, mrna.TGME49_017570A, tigr:cds.TGME49_017570A<br>	
TGME49_217580	TGME49_217580-t26_1	POLR3F	Previous IDs: 1923.t000198, 37.m00754, TGME49_017580, TgGLEAN_8376, TgGlmHMM_1297, TgTigrScan_5512, TgTwinScan_1454, mrna.TGME49_017580A, tigr:cds.TGME49_017580A<br>	
TGME49_217590	TGME49_217590-t26_1	N/A	Previous IDs: 1923.t000199, 37.m00755, TGME49_017590, TgGLEAN_8408, TgGlmHMM_1298, TgTigrScan_5513, mrna.TGME49_017590A, tigr:cds.TGME49_017590A<br>	
TGME49_217600	TGME49_217600-t26_1	CDPK9	Previous IDs: 1923.t000200, 37.m00003, TGME49_017600, TgGLEAN_8409, TgGlmHMM_1299, TgTigrScan_5513, TgTwinScan_1455, mrna.TGME49_017600A, tigr:cds.TGME49_017600A<br>	
TGME49_217610	TGME49_217610-t26_1	N/A	Previous IDs: 1923.t000201, 37.m00011, TGME49_017610, TgGLEAN_8375, TgGlmHMM_1300, TgTigrScan_5514, TgTwinScan_1456, mrna.TGME49_017610A, tigr:cds.TGME49_017610A<br>	
TGME49_217620	TGME49_217620-t26_1	N/A	Previous IDs: 1923.t000203, 37.m00759, TGME49_017620, TgTigrScan_5515, mrna.TGME49_017620A, tigr:cds.TGME49_017620A<br>	
TGME49_217630	TGME49_217630-t26_1	N/A	Previous IDs: 1923.t000204, 37.m00760, TGME49_017630, TgGLEAN_8410, TgGlmHMM_1301, TgTigrScan_5516, TgTwinScan_1457, mrna.TGME49_017630A, tigr:cds.TGME49_017630A<br>	
TGME49_217640	TGME49_217640-t26_1	N/A	Previous IDs: 1923.t000205, 37.m00761, TGME49_017640, TgGLEAN_8374, TgGlmHMM_1302, TgTigrScan_5517, TgTwinScan_1458, mrna.TGME49_017640A, tigr:cds.TGME49_017640A<br>	
TGME49_217650	TGME49_217650-t26_1	N/A	Previous IDs: 1923.t000206, 37.m00762, TGME49_017650, TgGLEAN_8373, TgGlmHMM_1302, TgTigrScan_5518, TgTwinScan_1458, mrna.TGME49_017650A, tigr:cds.TGME49_017650A<br>	
TGME49_217660	TGME49_217660-t26_1	N/A	Previous IDs: 1923.t000207, 37.m00763, TGME49_017660, TgGLEAN_8411, TgGlmHMM_1303, TgTigrScan_5519, TgTwinScan_1459, mrna.TGME49_017660A, tigr:cds.TGME49_017660A<br>	
TGME49_217665	TGME49_217665-t26_1	N/A	Previous IDs: 1923.t000208, TGME49_017665<br>	
TGME49_217670	TGME49_217670-t26_1	RPS6	Previous IDs: 1923.t000209, 37.m00764, TGME49_017670, TgGLEAN_8412, TgGlmHMM_1304, TgTigrScan_5519, TgTwinScan_1462, mrna.TGME49_017670A, tigr:cds.TGME49_017670A<br>	
TGME49_217680	TGME49_217680-t26_1	N/A	Previous IDs: 1923.t000210, 37.m00765, TGME49_017680, TgGLEAN_8370, TgGlmHMM_1305, TgTigrScan_5520, TgTwinScan_1463, mrna.TGME49_017680A, tigr:cds.TGME49_017680A<br>	
TGME49_217688	TGME49_217688-t26_1	N/A	Previous IDs: 1923.t000212, 37.m00766, TGME49_017690, TgGLEAN_8369, TgGlmHMM_1305, TgTigrScan_5521, TgTwinScan_1464, mrna.TGME49_017690A, tigr:cds.TGME49_017690A<br>	
TGME49_217692	TGME49_217692-t26_1	N/A	Previous IDs: 1923.t000211, TGME49_017690, TgGLEAN_8369, TgGlmHMM_1305, TgTigrScan_5521, TgTwinScan_1464<br>	
TGME49_217700	TGME49_217700-t26_1	AP2XII2	Previous IDs: 1923.t000213, 37.m00767, TGME49_017700, TgGLEAN_8413, TgGlmHMM_1306, TgTigrScan_5523, TgTwinScan_1465, mrna.TGME49_017700A, tigr:cds.TGME49_017700A<br>	
TGME49_217710	TGME49_217710-t26_1	N/A	Previous IDs: 1923.t000214, 37.m00768, TGME49_017710, TgGLEAN_8367, TgGlmHMM_1307, TgTigrScan_5524, TgTwinScan_1466, mrna.TGME49_017710A, tigr:cds.TGME49_017710A<br>	
TGME49_217720	TGME49_217720-t26_1	N/A	Previous IDs: 1923.t000215, TGME49_017720, TgGLEAN_8414, TgGlmHMM_1308, TgTigrScan_5525, TgTwinScan_1467, mrna.TGME49_017720A, tigr:cds.TGME49_017720A<br>	
TGME49_217722	TGME49_217722-t26_1	N/A	Previous IDs: 1923.t000217, TGME49_017722<br>	
TGME49_217724	TGME49_217724-t26_1	N/A	Previous IDs: 1923.t000218, TGME49_017724<br>	
TGME49_217726	TGME49_217726-t26_1	N/A	Previous IDs: 1923.t000219, TGME49_017726<br>	
TGME49_217728	TGME49_217728-t26_1	N/A	Previous IDs: 1923.t000220, TGME49_017728<br>	
TGME49_217730	TGME49_217730-t26_1	N/A	Previous IDs: 1923.t000221, 37.m00009, TGME49_017730, TgGLEAN_8366, TgGlmHMM_1309, TgTigrScan_5526, TgTwinScan_1471, mrna.TGME49_017730A, tigr:cds.TGME49_017730A<br>	
TGME49_217740	TGME49_217740-t26_1	N/A	Previous IDs: 1923.t000222, 37.m00770, TGME49_017740, TgGLEAN_8416, TgGlmHMM_1310, TgTigrScan_5528, TgTwinScan_1472, mrna.TGME49_017740A, tigr:cds.TGME49_017740A<br>	
TGME49_217750	TGME49_217750-t26_1	N/A	Previous IDs: 1923.t000913, 37.m01278, TGME49_017750, mrna.TGME49_017750A, tigr:cds.TGME49_017750A<br>	
TGME49_217760	TGME49_217760-t26_1	N/A	Previous IDs: 1923.t000223, 37.m00008, TGME49_017760, TgGLEAN_8365, TgGlmHMM_1311, TgTigrScan_5529, TgTwinScan_1473, mrna.TGME49_017760A, tigr:cds.TGME49_017760A<br>	
TGME49_217770	TGME49_217770-t26_1	N/A	Previous IDs: 1923.t000224, 37.m00772, TGME49_017770, TgGLEAN_8417, TgTigrScan_5531, TgTwinScan_1474, mrna.TGME49_017770A, tigr:cds.TGME49_017770A<br>	
TGME49_217780	TGME49_217780-t26_1	N/A	Previous IDs: 1923.t000225, 37.m00773, TGME49_017780, TgGLEAN_8365, TgGlmHMM_1311, TgTigrScan_5532, TgTwinScan_1476, mrna.TGME49_017780A, tigr:cds.TGME49_017780A<br>	
TGME49_217790	TGME49_217790-t26_1	N/A	Previous IDs: 1923.t000226, 37.m00774, TGME49_017790, TgGLEAN_8364, TgGlmHMM_1311, TgTigrScan_5532, TgTwinScan_1477, mrna.TGME49_017790A, tigr:cds.TGME49_017790A<br>	
TGME49_217800	TGME49_217800-t26_1	N/A	Previous IDs: 1923.t000227, TGME49_017800, TgGLEAN_8363, TgGlmHMM_1311, TgTigrScan_5532, TgTwinScan_1478, TgTwinScan_1479, mrna.TGME49_017800A, tigr:cds.TGME49_017800A<br>	
TGME49_217810	TGME49_217810-t26_1	N/A	Previous IDs: 1923.t000228, TGME49_017810, mrna.TGME49_017810A, tigr:cds.TGME49_017810A<br>	
TGME49_217820	TGME49_217820-t26_1	N/A	Previous IDs: 1923.t000229, 37.m00775, TGME49_017820, TgGLEAN_8418, TgGlmHMM_1312, TgTigrScan_5533, TgTwinScan_1480, mrna.TGME49_017820A, tigr:cds.TGME49_017820A<br>	
TGME49_217830	TGME49_217830-t26_1	N/A	Previous IDs: 1923.t000230, 37.m00776, TGME49_017830, TgGLEAN_8362, TgGlmHMM_1313, TgGlmHMM_1314, TgTigrScan_5534, TgTwinScan_1481, mrna.TGME49_017830A, tigr:cds.TGME49_017830A<br>	
TGME49_217850	TGME49_217850-t26_1	N/A	Previous IDs: 1923.t000231, 37.m00777, 37.m00778, TGME49_017850, TgGLEAN_8360, TgGlmHMM_1314, TgTigrScan_5535, TgTwinScan_1483, mrna.TGME49_017850A, tigr:cds.TGME49_017850A<br>	
TGME49_217855	TGME49_217855-t26_1	N/A	Previous IDs: 1923.t000232, TGME49_017855<br>	
TGME49_217860	TGME49_217860-t26_1	N/A	Previous IDs: 1923.t000233, 37.m00779, TGME49_017860, TgGLEAN_8419, TgGLEAN_8420, TgGlmHMM_1315, TgTigrScan_5537, TgTigrScan_5538, TgTwinScan_1484, mrna.TGME49_017860A, tigr:cds.TGME49_017860A<br>	
TGME49_217870	TGME49_217870-t26_1	N/A	Previous IDs: 1923.t000234, 37.m00780, TGME49_017870, TgGLEAN_8358, TgGlmHMM_1316, TgTigrScan_5539, TgTwinScan_1486, mrna.TGME49_017870A, tigr:cds.TGME49_017870A<br>	
TGME49_217875	TGME49_217875-t26_1	N/A	Previous IDs: 1923.t000235, TGME49_017875<br>	
TGME49_217880	TGME49_217880-t26_1	N/A	Previous IDs: 1923.t000236, 37.m00781, TGME49_017880, TgGLEAN_8421, TgGlmHMM_1317, TgTigrScan_5540, TgTwinScan_1487, mrna.TGME49_017880A, tigr:cds.TGME49_017880A<br>	
TGME49_217890	TGME49_217890-t26_1	N/A	Previous IDs: 1923.t000237, 37.m00001, TGME49_017890, TgGLEAN_8357, TgGlmHMM_1318, TgTigrScan_5541, TgTwinScan_1488, mrna.TGME49_017890A, tigr:cds.TGME49_017890A<br>	
TGME49_217900	TGME49_217900-t26_1	N/A	Previous IDs: 1923.t000238, 37.m00783, TGME49_017900, TgGLEAN_8356, TgGlmHMM_1319, TgTigrScan_5542, mrna.TGME49_017900A, tigr:cds.TGME49_017900A<br>	
TGME49_217910	TGME49_217910-t26_1	N/A	Previous IDs: 1923.t000239, 37.m00002, 37.m00784, TGME49_017910, TgGLEAN_8355, TgGlmHMM_1319, TgTigrScan_5542, TgTwinScan_1489, mrna.TGME49_017910A, tigr:cds.TGME49_017910A<br>	
TGME49_217915	TGME49_217915-t26_1	N/A	Previous IDs: 1923.t000240, TGME49_017915<br>	
TGME49_217920	TGME49_217920-t26_1	N/A	Previous IDs: 1923.t000242, 37.m01346, TGME49_017920, TgGLEAN_8423, TgGlmHMM_1320, TgTigrScan_7010, mrna.TGME49_017920A, tigr:cds.TGME49_017920A<br>	
TGME49_217930	TGME49_217930-t26_1	N/A	Previous IDs: 1923.t000243, 37.m00786, TGME49_017930, TgGlmHMM_1320, TgTigrScan_7010, mrna.TGME49_017930A, tigr:cds.TGME49_017930A<br>	
TGME49_217940	TGME49_217940-t26_1	N/A	Previous IDs: 1923.t000244, 37.m01280, TGME49_017940, TgGlmHMM_1320, mrna.TGME49_017940A, tigr:cds.TGME49_017940A<br>	
TGME49_217951	TGME49_217951-t26_1	N/A	Previous IDs: 19.t000001, 37.m01273, 79.m00023, TGME49_017950, TGME49_087730, TgGLEAN_8354, TgTwinScan_0043, TgTwinScan_1492, mrna.TGME49_017950A, mrna.TGME49_087730A, tigr:cds.TGME49_017950A, tigr:cds.TGME49_087730A<br>	
TGME49_217961	TGME49_217961-t26_1	N/A	Previous IDs: 19.t000002, 37.m00787, 78.m00007, TGME49_017960, TGME49_087630, TgGlmHMM_0035, TgGlmHMM_1320, TgTigrScan_5724, TgTigrScan_7012, mrna.TGME49_017960A, mrna.TGME49_087630A, tigr:cds.TGME49_017960A, tigr:cds.TGME49_087630A<br>	
TGME49_218000	TGME49_218000-t26_1	N/A	Previous IDs: 1923.t000172, 37.m00734, 38.m02361, TGME49_017330, TGME49_018060, TgGLEAN_8396, TgGLEAN_8397, TgGLEAN_8495, TgGlmHMM_1283, TgGlmHMM_1321, TgTigrScan_1522, TgTigrScan_5479, TgTigrScan_5480, TgTigrScan_5481, TgTwinScan_1432, TgTwinScan_1494, mrna.TGME49_017330A, mrna.TGME49_018060A, tigr:cds.TGME49_017330A, tigr:cds.TGME49_018060A<br>	
TGME49_218070	TGME49_218070-t26_1	N/A	Previous IDs: 1923.t000171, 38.m01034, TGME49_018070, TgGLEAN_8496, TgGlmHMM_1322, TgTigrScan_1523, TgTigrScan_1524, TgTwinScan_1495, mrna.TGME49_018070A, tigr:cds.TGME49_018070A<br>	
TGME49_218130	TGME49_218130-t26_1	N/A	Previous IDs: 1923.t000170, TGME49_018130<br>	
TGME49_218188	TGME49_218188-t26_1	N/A	Previous IDs: 1923.t000169, 38.m01031, TGME49_018190, TgGLEAN_8498, TgGlmHMM_1323, TgTigrScan_1526, TgTwinScan_1496, mrna.TGME49_018190A, tigr:cds.TGME49_018190A<br>	
